event_name,session,timestamp,platform,game_name,provider,from_origin,on_origin,on_origin_name,jackpot,on_route,from_route,demo,page_location,page_referrer,fortuna_screen_name,status,added_from,sport_name,betslip_number,betslip_type,fixture_id,selection_id,PlayerID,stake_eur,odds,is_synthetic
page_view,1702229082,2023-09-01 22:30:36.000000 UTC,Casino Android,,,,,,,,,,https://casino.psk.hr/promocije,https://www.psk.hr/,,,,,,,,,SYN_U06_7b645054caa3a88ad780c92ee423a15ab754ebe273c3c03863cdf8c8,,,True
page_view,1702229082,2023-09-01 22:31:48.000000 UTC,Casino Android,,,,,,,,,,https://casino.psk.hr/,https://casino.psk.hr/promocije,,,,,,,,,SYN_U06_7b645054caa3a88ad780c92ee423a15ab754ebe273c3c03863cdf8c8,,,True
page_view,1702229082,2023-09-01 22:33:45.000000 UTC,Casino Android,,,,,,,,,,https://casino.psk.hr/igre,https://casino.psk.hr/,,,,,,,,,SYN_U06_7b645054caa3a88ad780c92ee423a15ab754ebe273c3c03863cdf8c8,,,True
casino_game_launch,1702229082,2023-09-01 22:34:50.000000 UTC,Casino Android,BlackJack MH,Evolution,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U06_7b645054caa3a88ad780c92ee423a15ab754ebe273c3c03863cdf8c8,11.77,,True
casino_game_launch,1702229082,2023-09-01 22:36:50.000000 UTC,Casino Android,BlackJack MH,Evolution,lobby,casino,,False,,,False,,,,,,,,,,,SYN_U06_7b645054caa3a88ad780c92ee423a15ab754ebe273c3c03863cdf8c8,11.37,,True
fortuna_screen_view,1700415780,2023-09-01T17:34:37.000Z,SB iOS,,,,,,,,,,,,homepage,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700415780,2023-09-01T17:35:21.000Z,SB iOS,,,,,,,,,,,,prematchMatchesOverview,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700415780,2023-09-01T17:35:37.000Z,SB iOS,,,,,,,,,,,,prematchMatchesOverview,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700415780,2023-09-01T17:35:52.000Z,SB iOS,,,,,,,,,,,,prematchLeagues,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1700415780,2023-09-01T17:36:41.000Z,SB iOS,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U02_44e798a70fa50d4e9cbb2d2084ae1e8f2acdee67de388db4f21f4b8c,,,True
fortuna_screen_view,1701759110,2023-09-01T22:21:09.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701759110,2023-09-01T22:21:31.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701759110,2023-09-01T22:21:52.000Z,SB Android,,,,,,,,,,,,competition_detail,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1701759110,2023-09-01T22:22:42.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
betslip_add_bet,1701759110,2023-09-01T22:23:41.000Z,SB Android,,,,,HNL,,,,,,,,,match_detail_odds,Nogomet,501412.0,AKO,3854938.0,79767552.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,2.99,True
betslip_add_bet,1701759110,2023-09-01T22:23:45.000Z,SB Android,,,,,HNL,,,,,,,,,match_detail_odds,Nogomet,501412.0,AKO,3854936.0,79271800.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,3.13,True
betslip_add_bet,1701759110,2023-09-01T22:23:52.000Z,SB Android,,,,,HNL,,,,,,,,,match_detail_odds,Nogomet,501412.0,AKO,3854963.0,79255340.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,1.67,True
betslip_add_bet,1701759110,2023-09-01T22:24:10.000Z,SB Android,,,,,HNL,,,,,,,,,match_detail_odds,Nogomet,501412.0,AKO,3854957.0,75061814.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,1.43,True
betslip_add_bet,1701759110,2023-09-01T22:25:14.000Z,SB Android,,,,,HNL,,,,,,,,,match_detail_odds,Nogomet,501412.0,AKO,3854943.0,74859850.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,3.09,True
fortuna_screen_view,1701759110,2023-09-01T22:25:33.000Z,SB Android,,,,,,,,,,,,betslip,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
betslip_placed_bet,1701759110,2023-09-01T22:25:37.000Z,SB Android,,,,,HNL,,,,,,,,,,Nogomet,501412.0,AKO,3854923.0,78730809.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,10.53,,True
betslip_placed_bet,1701759110,2023-09-01T22:25:53.000Z,SB Android,,,,,HNL,,,,,,,,,,Nogomet,501412.0,AKO,3854923.0,78601493.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,10.53,,True
betslip_placed_bet,1701759110,2023-09-01T22:26:06.000Z,SB Android,,,,,HNL,,,,,,,,,,Nogomet,501412.0,AKO,3854923.0,73334542.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,10.53,,True
betslip_placed_bet,1701759110,2023-09-01T22:26:32.000Z,SB Android,,,,,HNL,,,,,,,,,,Nogomet,501412.0,AKO,3854923.0,73295545.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,10.53,,True
betslip_placed_bet,1701759110,2023-09-01T22:27:15.000Z,SB Android,,,,,HNL,,,,,,,,,,Nogomet,501412.0,AKO,3854923.0,79862619.0,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,10.53,,True
betslip_placed,1701759110,2023-09-01T22:27:47.000Z,SB Android,,,,,HNL,,,,,,,,ACCEPTED,match_detail_odds,Nogomet,501412.0,AKO,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,10.53,,True
fortuna_screen_view,1701759110,2023-09-01T22:27:56.000Z,SB Android,,,,,,,,,,,,ticketDetail,,,,,,,,SYN_U05_0507b194f70564b8a96b32b2392c05b05adbdbfd5974ea9a01f47a10,,,True
fortuna_screen_view,1700003177,2023-09-01T22:51:23.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700003177,2023-09-01T22:51:32.000Z,SB Android,,,,,,,,,,,,prematchSports,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700003177,2023-09-01T22:52:09.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700003177,2023-09-01T22:52:17.000Z,SB Android,,,,,,,,,,,,homepage,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
fortuna_screen_view,1700003177,2023-09-01T22:53:06.000Z,SB Android,,,,,,,,,,,,prematchDetail,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
betslip_add_bet,1700003177,2023-09-01T22:53:12.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500004.0,AKO,3400479.0,71181080.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,1.77,True
betslip_add_bet,1700003177,2023-09-01T22:53:44.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500004.0,AKO,3400500.0,77876982.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,3.81,True
betslip_add_bet,1700003177,2023-09-01T22:54:40.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500004.0,AKO,3400493.0,72047795.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,2.19,True
betslip_add_bet,1700003177,2023-09-01T22:55:39.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500004.0,AKO,3400497.0,73205339.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,2.92,True
betslip_add_bet,1700003177,2023-09-01T22:56:44.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,match_detail_odds,Nogomet,500004.0,AKO,3400495.0,79881845.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,1.92,True
fortuna_screen_view,1700003177,2023-09-01T22:57:46.000Z,SB Android,,,,,,,,,,,,betslip,,,,,,,,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,,,True
betslip_placed_bet,1700003177,2023-09-01T22:58:18.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,,Nogomet,500004.0,AKO,3400478.0,74515917.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,10.72,,True
betslip_placed_bet,1700003177,2023-09-01T22:58:50.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,,Nogomet,500004.0,AKO,3400478.0,72862123.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,10.72,,True
betslip_placed_bet,1700003177,2023-09-01T22:58:56.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,,Nogomet,500004.0,AKO,3400478.0,79940357.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,10.72,,True
betslip_placed_bet,1700003177,2023-09-01T22:59:58.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,,Nogomet,500004.0,AKO,3400478.0,70415600.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,10.72,,True
betslip_placed_bet,1700003177,2023-09-01T23:01:08.000Z,SB Android,,,,,Liga prvaka,,,,,,,,,,Nogomet,500004.0,AKO,3400478.0,72491452.0,SYN_U01_4b05437db520b41729d30dfc6d8122545db7e0f1e2519c5d0e0a26f1,10.72,,True
